Hakusana,Sanaluokka,Pituus
lauma,substantiivi,5
laumaeläin,substantiivi,10
laumahenki,substantiivi,10
laumahenkinen,adjektiivi,13
laumaihminen,substantiivi,12
laumaimmuniteetti,substantiivi,17
laumasielu,substantiivi,10
laumasuoja,substantiivi,10
laumavaisto,substantiivi,11
laumoittain,adverbi,11
laupea,adjektiivi,6
laupeasti,adverbi,9
laupeudensisar,substantiivi,14
laupeudentyö,substantiivi,12
laupeus,substantiivi,7
laupiaasti,adverbi,10
laupias,adjektiivi,7
lausahdus,substantiivi,9
lausahtaa,verbi,9
lause,substantiivi,5
lauseenjäsen,substantiivi,12
lauseenjäsennys,substantiivi,15
lauseenvastike,substantiivi,14
‑lauseinen,adjektiivi,10
lauseke,substantiivi,7
lauselma,substantiivi,8
lauseopillinen,adjektiivi,14
lauseoppi,substantiivi,9
lausepaino,substantiivi,10
lauseparsi,substantiivi,10
lauserakenne,substantiivi,12
lauseyhteys,substantiivi,11
lausua,verbi,6
lausuja,substantiivi,7
lausuma,substantiivi,7
lausunnonantaja,substantiivi,15
lausunta,substantiivi,8
lausuntaesitys,substantiivi,14
lausuntailta,substantiivi,12
lausuntakuoro,substantiivi,13
lausuntamatinea,substantiivi,15
lausuntataide,substantiivi,13
lausuntataiteilija,substantiivi,18
lausunto,substantiivi,8
lausuntokierros,substantiivi,15
lausuntopyyntö,substantiivi,14
lauta,substantiivi,5
lauta-aita,substantiivi,10
lautailija,substantiivi,10
lautailla,verbi,9
lautailu,substantiivi,8
lautainen,adjektiivi,9
lautakatto,substantiivi,10
lautakunta,substantiivi,10
lautalaskos,substantiivi,11
lautalattia,substantiivi,11
lautamiehistö,substantiivi,13
lautamies,substantiivi,9
lautanen,substantiivi,8
lautaparketti,substantiivi,13
lautapeli,substantiivi,9
lautapoika,substantiivi,10
lautasantenni,substantiivi,13
lautasaura,substantiivi,10
lautaseinä,substantiivi,10
lautasellinen,substantiivi,13
lautashylly,substantiivi,11
lautasjousi,substantiivi,11
lautasjää,substantiivi,9
lautasliina,substantiivi,11
lautasliinarengas,substantiivi,17
lautasmainen,adjektiivi,12
lautasmalli,substantiivi,11
lautasventtiili,substantiivi,15
lautasäes,substantiivi,9
lautata,verbi,7
lautatapuli,substantiivi,11
lautatarha,substantiivi,10
lautaverhous,substantiivi,12
lautavuoraus,substantiivi,12
lauteet,substantiivi,7
lautta,substantiivi,6
lauttajää,substantiivi,9
lauttaliikenne,substantiivi,14
lauttasatama,substantiivi,12
lauttasilta,substantiivi,11
lauttaus,substantiivi,8
lauttaväylä,substantiivi,11
lauttayhteys,substantiivi,12
lautturi,substantiivi,8
lautuma,substantiivi,7
lava,substantiivi,4
lava-auto,substantiivi,9
‑lavainen,adjektiivi,9
lavakarisma,substantiivi,11
lavakomedia,substantiivi,11
lavakomiikka,substantiivi,12
lavakoomikko,substantiivi,12
lavakurkku,substantiivi,10
lavallinen,"adjektiivi, substantiivi",10
lavantauti,substantiivi,10
lavantautibakteeri,substantiivi,18
lavantautiepidemia,substantiivi,18
lavantautipotilas,substantiivi,17
lavantautirokotus,substantiivi,17
lavantautitartunta,substantiivi,18
lavaraakki,substantiivi,10
lavashow,substantiivi,8
lavastaa,verbi,8
lavastaja,substantiivi,9
lavastamo,substantiivi,9
lavaste,substantiivi,7
lavastus,substantiivi,8
lavastustaide,substantiivi,13
lavastustaiteilija,substantiivi,18
lavasänky,substantiivi,9
lavasäteily,substantiivi,11
lavatanssi,substantiivi,10
lavaviljely,substantiivi,11
lavea,adjektiivi,5
laveasanainen,adjektiivi,13
laveasanaisesti,adverbi,15
laveasti,adverbi,8
laveerata,verbi,9
laveeraus,substantiivi,9
laventaa,verbi,8
laventaja,substantiivi,9
laventeli,substantiivi,9
laventelinsininen,adjektiivi,17
laventeliöljy,substantiivi,13
laventua,verbi,8
laveri,substantiivi,6
laverisänky,substantiivi,11
laverrella,verbi,10
lavetti,substantiivi,7
laviini,substantiivi,7
lavitsa,substantiivi,7
lavuaari,substantiivi,8
layout,substantiivi,6
leasing,substantiivi,7
leasingauto,substantiivi,11
led,substantiivi,3
ledi,substantiivi,4
ledilamppu,substantiivi,10
ledinäyttö,substantiivi,10
ledivalaisin,substantiivi,12
ledivalo,substantiivi,8
led-lamppu,substantiivi,10
led-näyttö,substantiivi,10
led-valaisin,substantiivi,12
led-valo,substantiivi,8
leegio,substantiivi,6
leffa,substantiivi,5
leffateatteri,substantiivi,13
legaalinen,adjektiivi,10
legaalistaa,verbi,11
legaatti,substantiivi,8
legalisoida,verbi,11
legato,substantiivi,6
legenda,substantiivi,7
legendaarinen,adjektiivi,13
leggingsit,substantiivi,10
leghorn,substantiivi,7
leghornkana,substantiivi,11
legionelloosi,substantiivi,13
legioona,substantiivi,8
legioonalainen,substantiivi,14
legioonalaistauti,substantiivi,17
legitiimi,adjektiivi,9
legitiimiys,substantiivi,11
legitimaatio,substantiivi,12
legitimiteetti,substantiivi,14
legitimoida,verbi,11
legitimointi,substantiivi,12
leguaani,substantiivi,8
lehahdella,verbi,10
lehahdus,substantiivi,8
lehahtaa,verbi,8
lehaus,substantiivi,6
lehauttaa,verbi,9
lehdekset,substantiivi,9
lehdenjakaja,substantiivi,12
lehdenmyyjä,substantiivi,11
lehdeskimppu,substantiivi,12
lehdestää,verbi,9
lehdistö,substantiivi,8
lehdistöattasea,substantiivi,15
lehdistöavustaja,substantiivi,16
lehdistökeskus,substantiivi,14
lehdistökonferenssi,substantiivi,19
lehdistökortti,substantiivi,14
lehdistöneuvos,substantiivi,14
lehdistönvapaus,substantiivi,15
lehdistöoppi,substantiivi,12
lehdistösihteeri,substantiivi,16
lehdistötiedote,substantiivi,15
lehdistötilaisuus,substantiivi,17
lehdistötuki,substantiivi,12
lehdokki,substantiivi,8
lehdykkä,substantiivi,8
lehikäinen,substantiivi,10
lehmi‑,,6
lehmihaka,substantiivi,9
lehmikarja,substantiivi,10
lehmipoika,substantiivi,10
lehmisavu,substantiivi,9
lehmus,substantiivi,6
lehmuskasvi,substantiivi,11
lehmuskuja,substantiivi,10
lehmä,substantiivi,5
lehmäkauppa,substantiivi,11
lehmäluku,substantiivi,9
lehmänkauppa,substantiivi,12
lehmänkello,substantiivi,11
lehmänkäännös,substantiivi,13
lehmänlanta,substantiivi,11
lehmänmaito,substantiivi,11
lehmänpapu,substantiivi,10
lehmänpolku,substantiivi,11
lehmäntatti,substantiivi,11
lehmärotu,substantiivi,9
lehmävasikka,substantiivi,12
lehteillä,verbi,9
lehteri,substantiivi,7
lehtevyys,substantiivi,9
lehtevä,adjektiivi,7
lehti,substantiivi,5
lehtiala,substantiivi,8
lehtialumiini,substantiivi,13
lehtiarvostelu,substantiivi,14
lehtiasento,substantiivi,11
lehtihaastattelu,substantiivi,16
lehtihanka,substantiivi,10
lehtiharava,substantiivi,11
lehti-ilmoitus,substantiivi,14
lehtijousi,substantiivi,10
lehtijousipakka,substantiivi,15
lehtijuttu,substantiivi,10
lehtijuurikas,substantiivi,13
lehtikaali,substantiivi,10
lehtikaktus,substantiivi,11
lehtikala,substantiivi,9
lehtikanta,substantiivi,10
lehtikeisari,substantiivi,12
lehtikeli,substantiivi,9
lehtikioski,substantiivi,11
lehtikirjoittelu,substantiivi,16
lehtikirjoitus,substantiivi,14
lehtikirva,substantiivi,10
lehtikoju,substantiivi,9
lehtikotelo,substantiivi,11
lehtikuitu,substantiivi,10
lehtikulta,substantiivi,10
lehtikuolema,substantiivi,12
lehtikuoriainen,substantiivi,15
lehtikustantamo,substantiivi,15
lehtikuusi,substantiivi,10
lehtikuva,substantiivi,9
lehtikuvaaja,substantiivi,12
lehtikuvaus,substantiivi,11
lehtilannoitus,substantiivi,14
lehtilapa,substantiivi,9
lehtileike,substantiivi,10
lehtimaja,substantiivi,9
lehtimajajuhla,substantiivi,14
lehtimajanjuhla,substantiivi,15
lehtimangoldi,substantiivi,13
lehtimato,substantiivi,9
lehtimetalli,substantiivi,12
lehtimetsä,substantiivi,10
lehtimetsävyöhyke,substantiivi,17
lehtimies,substantiivi,9
lehtimulta,substantiivi,10
lehtinainen,substantiivi,11
lehtinen,substantiivi,8
‑lehtinen,adjektiivi,9
lehtipersilja,substantiivi,13
lehtipihvi,substantiivi,10
lehtipistiäinen,substantiivi,15
lehtipolemiikki,substantiivi,15
lehtipuu,substantiivi,8
lehtipuusto,substantiivi,11
lehtipuuvaltainen,adjektiivi,17
lehtiruoti,substantiivi,10
lehtiruusuke,substantiivi,12
lehtisaha,substantiivi,9
lehtisalaatti,substantiivi,13
lehtisammal,substantiivi,11
lehtisarvinen,"adjektiivi, substantiivi",13
lehtiselleri,substantiivi,12
lehtiselostus,substantiivi,13
lehtisensuuri,substantiivi,13
lehtisikuri,substantiivi,11
lehtisilmu,substantiivi,10
lehtisuoni,substantiivi,10
lehtitaikina,substantiivi,12
lehtitalo,substantiivi,9
lehtitapa,substantiivi,9
lehtitieto,substantiivi,10
lehtitilaus,substantiivi,11
lehtitina,substantiivi,9
lehtituppi,substantiivi,10
lehtityö,substantiivi,8
lehtiuutinen,substantiivi,12
lehtivalokuva,substantiivi,13
lehtivalokuvaaja,substantiivi,16
lehtivalokuvaus,substantiivi,15
lehtivihreä,substantiivi,11
lehtivihreähiukkanen,substantiivi,20
lehtiä,verbi,6
lehtiäinen,substantiivi,10
lehtiö,substantiivi,6
lehtiötaulu,substantiivi,11
lehto,substantiivi,5
lehtoarho,substantiivi,9
lehtokasvi,substantiivi,10
lehtokasvillisuus,substantiivi,17
lehtokerttu,substantiivi,11
lehtokorpi,substantiivi,10
lehtokotilo,substantiivi,11
lehtokurppa,substantiivi,11
lehtokuusama,substantiivi,12
lehtolaikku,substantiivi,11
lehtolapsi,substantiivi,10
lehtomaa,substantiivi,8
lehtometsä,substantiivi,10
lehtoniitty,substantiivi,11
lehtonurmikka,substantiivi,13
lehtopöllö,substantiivi,10
lehtoraatti,substantiivi,11
lehtori,substantiivi,7
lehvistö,substantiivi,8
lehvä,substantiivi,5
‑lehväinen,adjektiivi,10
lehvästö,substantiivi,8
lei,substantiivi,3
leidi,substantiivi,5
leija,substantiivi,5
leijailla,verbi,9
leijailu,substantiivi,8
leijata,verbi,7
leijata,verbi,7
leijona,substantiivi,7
leijonahäkki,substantiivi,12
leijonalippu,substantiivi,12
leijonanharja,substantiivi,13
leijonanharjakampaus,substantiivi,20
leijonankeltainen,adjektiivi,17
leijonankesyttäjä,substantiivi,17
leijonankita,substantiivi,12
leijonankynsi,substantiivi,13
leijonanluola,substantiivi,13
leijonanmetsästys,substantiivi,17
leijonanosa,substantiivi,11
leijonanpentu,substantiivi,13
leijonapaita,substantiivi,12
leijonapaitainen,"adjektiivi, substantiivi",16
leijonavaakuna,substantiivi,14
leijua,verbi,6
leijukuivaus,substantiivi,12
leijuma,substantiivi,7
leijunta,substantiivi,8
leijupakastus,substantiivi,13
leijuttaa,verbi,9
leikari,substantiivi,7
leikata,verbi,7
leike,substantiivi,5
leikekirja,substantiivi,10
leikekirjonta,substantiivi,13
leikellä,verbi,8
leikemakkara,substantiivi,12
leikillinen,adjektiivi,11
leikillisesti,adverbi,13
leikillisyys,substantiivi,12
leikillään,adverbi,10
leikinlaskija,substantiivi,13
leikinlasku,substantiivi,11
leikinohjaaja,substantiivi,13
leikinomainen,adjektiivi,13
leikinomaisesti,adverbi,15
leikinomaisuus,substantiivi,14
leikinpäin,adverbi,10
leikinpäiten,adverbi,12
leikinteko,substantiivi,10
leikisti,adverbi,8
leikitellä,verbi,10
leikiten,adverbi,8
leikittely,substantiivi,10
leikittää,verbi,9
leikkaaja,substantiivi,9
leikkaamo,substantiivi,9
leikkaantua,verbi,11
leikkaavuus,substantiivi,11
leikkain,substantiivi,8
leikkaus,substantiivi,8
leikkausarpi,substantiivi,12
leikkaushaava,substantiivi,13
leikkaushoito,substantiivi,13
leikkausjono,substantiivi,12
leikkauskohta,substantiivi,13
leikkauskoriste,substantiivi,15
leikkauskulma,substantiivi,13
leikkauspiirustus,substantiivi,17
leikkauspinta,substantiivi,13
leikkauspiste,substantiivi,13
leikkauspotilas,substantiivi,15
leikkauspöytä,substantiivi,13
leikkaussali,substantiivi,12
leikkausveitsi,substantiivi,14
leikkausviilto,substantiivi,14
leikkausviiva,substantiivi,13
leikkauttaa,verbi,11
leikkautua,verbi,10
leikkele,substantiivi,8
leikkelehaarukka,substantiivi,16
leikkelelautanen,substantiivi,16
leikkelemakkara,substantiivi,15
leikkelepöytä,substantiivi,13
leikki,substantiivi,6
leikki‑,,7
leikkiauto,substantiivi,10
leikkieläin,substantiivi,11
leikkihuone,substantiivi,11
leikki-ikä,substantiivi,10
leikki-ikäinen,adjektiivi,14
leikkijuna,substantiivi,10
leikkijä,substantiivi,8
leikkikalu,substantiivi,10
leikkikalukauppa,substantiivi,16
leikkikaluteollisuus,substantiivi,20
leikkikaveri,substantiivi,12
leikkikehä,substantiivi,10
leikkikenttä,substantiivi,12
leikkikoulu,substantiivi,11
leikkilaiva,substantiivi,11
leikkilaulu,substantiivi,11
leikkimieli,substantiivi,11
leikkimielinen,adjektiivi,14
leikkimielisyys,substantiivi,15
leikkimökki,substantiivi,11
leikkipaikka,substantiivi,12
leikkipeli,substantiivi,10
leikkiperinne,substantiivi,13
leikkipuhe,substantiivi,10
leikkipuisto,substantiivi,12
leikkipyssy,substantiivi,11
leikkisota,substantiivi,10
leikkisyys,substantiivi,10
leikkisä,adjektiivi,8
leikkisästi,adverbi,11
leikkiterapia,substantiivi,13
leikkitoveri,substantiivi,12
leikkiväline,substantiivi,12
leikkiä,verbi,7
leikkokukka,substantiivi,11
leikkopapu,substantiivi,10
leikkoruusu,substantiivi,11
leikkoselleri,substantiivi,13
leikkovihreä,substantiivi,12
leikkuri,substantiivi,8
leikkuu,substantiivi,7
leikkuuhakkuri,substantiivi,14
leikkuulauta,substantiivi,12
leikkuuleveys,substantiivi,13
leikkuupuimuri,substantiivi,14
leikkuupuinti,substantiivi,13
leikkuupöytä,substantiivi,12
leikkuuttaa,verbi,11
leikkuuveitsi,substantiivi,13
leili,substantiivi,5
leima,substantiivi,5
leimaa-antava,adjektiivi,13
leimaaja,substantiivi,8
leimahdella,verbi,11
leimahdus,substantiivi,9
leimahduspiste,substantiivi,14
leimahtaa,verbi,9
leimahtelu,substantiivi,10
‑leimainen,adjektiivi,10
leimakirves,substantiivi,11
leimallinen,adjektiivi,11
leimamerkki,substantiivi,11
leimasin,substantiivi,8
leimasintyyny,substantiivi,13
leimasinväri,substantiivi,12
leimata,verbi,7
leimaus,substantiivi,7
leimaus,substantiivi,7
leimauslaite,substantiivi,12
leimauttaa,verbi,10
leimauttaa,verbi,10
leimautua,verbi,9
leimavero,substantiivi,9
leimikko,substantiivi,8
leimu,substantiivi,5
leimukukka,substantiivi,10
leimuta,verbi,7
leini,substantiivi,5
leinikki,substantiivi,8
leinikkikasvi,substantiivi,13
leipiintyä,verbi,10
leipoa,verbi,6
leipoja,substantiivi,7
leipomatuote,substantiivi,12
leipomo,substantiivi,7
leipomohiiva,substantiivi,12
leipomoliike,substantiivi,12
leipomoteollisuus,substantiivi,17
leipomotuote,substantiivi,12
leipomotyöntekijä,substantiivi,17
leipomus,substantiivi,8
leipoutua,verbi,9
leipoutuvuus,substantiivi,12
leipuri,substantiivi,7
leipurimestari,substantiivi,14
leipurinliike,substantiivi,13
leipä,substantiivi,5
leipäjauho,substantiivi,10
leipäjono,substantiivi,9
leipäjuusto,substantiivi,11
leipäkone,substantiivi,9
leipäkori,substantiivi,9
leipäkuoriainen,substantiivi,15
leipäkuutio,substantiivi,11
leipälaatikko,substantiivi,13
leipälaji,substantiivi,9
leipälapio,substantiivi,10
leipälauta,substantiivi,10
leipälautanen,substantiivi,13
leipäläpi,substantiivi,9
leipäpala,substantiivi,9
leipäpalanen,substantiivi,12
leipäpappi,substantiivi,10
leipäpuu,substantiivi,8
leipäressu,substantiivi,10
leipäsusi,substantiivi,9
leipätaikina,substantiivi,12
leipätasku,substantiivi,10
leipätehdas,substantiivi,11
leipäteksti,substantiivi,11
leipätikku,substantiivi,10
leipätyö,substantiivi,8
leipävanukas,substantiivi,12
leipävarras,substantiivi,11
leipävati,substantiivi,9
leipäveitsi,substantiivi,11
leipäviipale,substantiivi,12
leipävilja,substantiivi,10
leipääntyä,verbi,10
leireillä,verbi,9
leiri,substantiivi,5
leirialue,substantiivi,9
leirielämä,substantiivi,10
leirikeskus,substantiivi,11
leirikoulu,substantiivi,10
leiriläinen,substantiivi,11
leirintä,substantiivi,8
leirintäalue,substantiivi,12
leirintämatkailu,substantiivi,16
leirinuotio,substantiivi,11
leiripaikka,substantiivi,11
leirisauna,substantiivi,10
leirittää,verbi,9
leirituli,substantiivi,9
leiritys,substantiivi,8
leiriytyä,verbi,9
leiska,substantiivi,6
leiskahdus,substantiivi,10
leiskahtaa,verbi,10
leiskaus,substantiivi,8
leiskauttaa,verbi,11
leiskua,verbi,7
leiskunta,substantiivi,9
leivinalusta,substantiivi,12
leivinhiiva,substantiivi,11
leivinjauhe,substantiivi,11
leivinpaperi,substantiivi,12
leivinpelti,substantiivi,11
leivinpöytä,substantiivi,11
leivintupa,substantiivi,10
leivinuuni,substantiivi,10
leiviskä,substantiivi,8
leivite,substantiivi,7
leivittää,verbi,9
leivitys,substantiivi,8
leivo,substantiivi,5
leivonen,substantiivi,8
leivonnainen,substantiivi,12
leivonta,substantiivi,8
leivontahiiva,substantiivi,13
leivos,substantiivi,6
leivoskahvi,substantiivi,11
leivoslapio,substantiivi,11
leivosvuoka,substantiivi,11
leivänkannikka,substantiivi,14
leivänkuori,substantiivi,11
leivänmuru,substantiivi,10
leivänmurunen,substantiivi,13
leivänpaahdin,substantiivi,13
leivänpala,substantiivi,10
leivänpalanen,substantiivi,13
leivänpäällinen,substantiivi,15
leivänpäällys,substantiivi,13
leivänpäällyste,substantiivi,15
leivänviipale,substantiivi,13
leivätön,adjektiivi,8
lejeerata,verbi,9
lejeerinki,substantiivi,10
leka,substantiivi,4
leka,substantiivi,4
lekkeri,substantiivi,7
lekkeripeli,substantiivi,11
lekotella,verbi,9
lekottaa,verbi,8
lekottelu,substantiivi,9
lekseemi,substantiivi,8
leksikaalinen,adjektiivi,13
leksikko,substantiivi,8
leksikografi,substantiivi,12
leksikografia,substantiivi,13
leksikologia,substantiivi,12
lektio,substantiivi,6
lekuri,substantiivi,6
lekutella,verbi,9
lekuttaa,verbi,8
lelli,substantiivi,5
lellikki,substantiivi,8
lellikkipoika,substantiivi,13
lellipoika,substantiivi,10
lellitellä,verbi,10
lellittely,substantiivi,10
lellivauva,substantiivi,10
lelliä,verbi,6
lellua,verbi,6
lelu,substantiivi,4
lelukauppa,substantiivi,10
leluosasto,substantiivi,10
leluteollisuus,substantiivi,14
lemahdella,verbi,10
lemahdus,substantiivi,8
lemahtaa,verbi,8
lemmekkyys,substantiivi,10
lemmekkäästi,adverbi,12
lemmekäs,adjektiivi,8
lemmenhaave,substantiivi,11
lemmenjumala,substantiivi,12
lemmenjumalatar,substantiivi,15
lemmenjuoma,substantiivi,11
lemmenkipeä,adjektiivi,11
lemmenkohtaus,substantiivi,13
lemmenleikki,substantiivi,12
lemmenloma,substantiivi,10
lemmenlukko,substantiivi,11
lemmenluritus,substantiivi,13
lemmenlyriikka,substantiivi,14
lemmenpesä,substantiivi,10
lemmenpuuha,substantiivi,11
lemmensairas,adjektiivi,12
lemmenseikkailu,substantiivi,15
lemmentarina,substantiivi,12
lemmentuska,substantiivi,11
lemmenyö,substantiivi,8
lemmikki,substantiivi,8
lemmikkieläin,substantiivi,13
lemmikkikasvi,substantiivi,13
lemmiskellä,verbi,11
lemmiskely,substantiivi,10
lemmitty,substantiivi,8
lempata,verbi,7
lempeys,substantiivi,7
lempeä,adjektiivi,6
lempeäluonteinen,adjektiivi,16
lempeäluontoinen,adjektiivi,16
lempeästi,adverbi,9
lempi,substantiivi,5
lempi‑,,6
lempiharrastus,substantiivi,14
lempijuoma,substantiivi,10
lempikirja,substantiivi,10
lempikirjailija,substantiivi,15
